user_id,anime_id,rating
17,10087,9
17,10620,7
17,10719,6
17,10793,7
17,11111,8
17,11617,8
17,11741,10
17,11757,7
17,11771,9
17,13601,8
17,13759,8
17,14741,7
17,14813,5
17,15809,8
17,16498,9
17,17265,7
17,18153,5
17,18679,8
17,19815,8
17,20507,8
17,21881,8
17,22199,6
17,22319,7
17,22535,8
17,27899,4
17,30276,9
18,199,9
18,431,10
18,523,8
18,853,8
18,1535,10
18,2476,7
18,2993,10
18,3457,9
18,6880,8
18,10620,10
18,11111,10
18,22199,-1
18,22319,10
18,27899,7
19,1,10
19,121,8
19,199,9
19,889,8
19,1535,5
19,1575,8
19,2236,9
19,5114,9
19,9253,10
20,853,10
20,5680,10
20,10620,10
21,1,9
21,20,8
21,30,10
21,164,9
21,199,10
21,223,7
21,225,6
21,226,8
21,227,9
21,270,9
21,356,8
21,431,9
21,523,9
21,813,8
21,853,8
21,889,9
21,934,8
21,1535,10
21,1575,9
21,2167,6
21,2251,10
21,2904,9
21,3588,7
21,4181,8
21,4224,8
21,4898,8
21,5081,8
21,5114,9
21,6547,9
21,6880,7
21,8525,9
21,9756,10
21,9919,7
21,9989,9
21,10620,8
21,11111,8
21,11771,8
21,14227,7
21,15809,7
21,16498,8
21,18153,7
21,18679,10
21,20507,7
21,22319,6
21,22535,8
22,853,10
22,2993,-1
22,3588,10
22,4898,-1
22,5630,-1
22,6347,-1
22,6547,10
22,6880,-1
22,20507,-1
23,1,9
23,223,10
23,813,10
23,2993,10
24,30,8
24,226,7
24,227,8
24,270,9
24,934,-1
24,1887,7
24,2993,-1
24,4654,7
24,5081,-1
24,5680,9
24,6547,9
24,6746,8
24,8074,7
24,9041,7
24,9756,10
24,11111,9
24,11757,9
24,14741,9
24,16498,8
24,18153,-1
24,18679,-1
24,21881,-1
25,1535,9
25,1575,10
25,2167,10
25,2904,10
25,4181,10
25,7054,9
25,8525,8
25,8769,8
25,8841,6
25,10793,10
25,11757,9
25,14345,8
25,14813,10
25,16498,9
26,2476,-1
26,2993,-1
26,5081,-1
26,6347,-1
26,6547,-1
26,6880,-1
26,8525,10
26,9919,-1
26,10620,-1
26,10719,-1
26,10793,10
26,11759,-1
26,14741,-1
26,15809,-1
27,356,8
27,1195,9
27,1535,8
27,1575,9
27,1840,10
27,2167,8
27,2904,9
27,2993,8
27,4181,10
27,4224,9
27,4654,8
27,5081,-1
27,6347,8
27,6547,9
27,6702,9
27,7054,8
27,8074,9
27,8525,9
27,8769,8
27,8841,9
27,9041,8
27,9919,8
27,10620,8
27,10719,8
27,10793,9
27,11617,9
27,11757,10
27,11759,7
27,13759,9
27,14227,9
27,14345,8
27,14741,9
27,14813,9
27,15809,9
27,16498,9
28,20,9
28,226,9
28,4224,10
28,6547,10
28,7054,10
28,9919,9
28,9989,10
28,10620,9
28,11111,-1
28,11757,9
29,30,9
29,121,8
29,199,10
29,223,10
29,225,4
29,226,4
29,270,6
29,813,7
29,934,7
29,1535,10
29,1689,10
29,2476,5
29,2993,7
29,8074,2
29,9253,10
29,9756,8
29,11111,5
29,11617,8
29,11757,5
29,16498,8
29,18679,7
29,19815,6
30,59,7
30,121,10
30,199,9
30,226,10
30,270,8
30,849,-1
30,889,-1
30,1535,8
30,2167,7
30,2476,5
30,3588,10
30,4181,10
30,4898,8
30,5114,10
30,6746,8
30,6880,7
30,8074,8
30,9041,7
30,10620,-1
30,10793,-1
30,11111,9
30,11617,-1
30,11757,8
30,11759,9
30,14345,-1
30,16498,9
30,19815,8
30,22199,8
30,22319,10
30,27899,9
31,356,7
31,523,7
31,1195,7
31,5114,-1
31,5680,9
31,6347,9
31,6547,7
31,8769,8
31,8841,8
31,9041,-1
31,9919,8
31,10087,8
31,10620,6
31,10719,7
31,10793,8
31,11741,9
31,11757,10
31,11759,7
31,13601,7
31,13759,9
31,14345,7
31,14741,9
31,14813,8
31,15809,9
31,21881,-1
32,1,10
32,6,10
32,59,6
32,120,10
32,223,10
32,227,9
32,431,10
32,523,10
32,1535,9
32,2476,6
33,269,9
33,1535,10
33,1575,9
33,2904,9
33,16498,10
34,1,7
34,20,9
34,30,9
34,121,-1
34,205,-1
34,223,-1
34,225,9
34,269,10
34,813,10
34,1535,-1
34,2001,-1
34,2167,9
34,2251,-1
34,2476,-1
34,4181,9
34,4224,-1
34,6746,9
34,6880,8
34,8074,-1
34,10087,-1
34,11741,-1
34,11771,9
34,13601,-1
34,13759,-1
34,14813,-1
34,16498,-1
34,18679,-1
34,20507,-1
34,22199,-1
34,22319,-1
34,22535,-1
34,27899,-1
35,226,-1
35,934,-1
35,1535,-1
35,1818,-1
35,3457,-1
35,4752,-1
35,4898,-1
35,6547,-1
35,6746,-1
35,6880,-1
35,9919,-1
35,10620,-1
35,11111,-1
35,11757,-1
35,13601,-1
35,16498,-1
35,21881,-1
35,22319,-1
35,22535,-1
35,27899,-1
36,7054,10
36,9041,-1
37,164,8
37,199,10
37,226,6
37,849,10
37,1195,7
37,1840,8
37,2167,9
37,2966,7
37,4382,9
37,5680,10
37,6347,8
37,6547,8
37,8074,4
37,8769,8
37,10620,10
37,10793,8
37,11111,7
37,11617,1
37,11757,9
37,13759,10
37,14741,10
37,16498,7
37,18153,8
37,20507,9
37,21881,10
37,22199,9
38,20,6
38,30,10
38,71,3
38,121,6
38,205,7
38,226,9
38,269,8
38,355,8
38,356,6
38,889,8
38,934,9
38,1535,6
38,1575,10
38,1818,9
38,2001,10
38,2025,9
38,2167,5
38,2251,9
38,2476,2
38,2904,10
38,2993,5
38,3457,3
38,3588,8
38,4181,3
38,4654,10
38,4898,7
38,5081,7
38,5114,10
38,5680,7
38,6547,4
38,6702,7
38,6746,9
38,6880,9
38,8074,5
38,8525,7
38,9041,4
38,9756,5
38,9919,7
38,10087,9
38,10620,9
38,10719,5
38,10793,3
38,11111,9
38,11617,5
38,11741,9
38,11757,9
38,11759,8
38,11771,8
38,13601,10
38,14345,8
38,14741,5
38,15809,6
38,16498,10
38,17265,10
38,18153,8
38,18679,7
38,19815,10
38,20507,8
38,21881,7
38,22199,5
38,22319,6
38,22535,9
38,27899,8
38,30276,9
39,20,10
39,30,-1
39,121,10
39,205,-1
39,223,8
39,225,7
39,226,8
39,269,8
39,813,10
39,1535,10
39,1575,10
39,1887,10
39,2001,10
39,2167,10
39,2476,10
39,2904,10
39,2966,-1
39,3588,-1
39,4181,10
39,4224,-1
39,5081,-1
39,5114,10
39,5680,10
39,6547,10
39,6702,10
39,6746,-1
39,8769,10
39,9253,-1
39,9756,10
39,9989,-1
39,10087,10
39,10620,10
39,11741,10
39,11757,-1
39,11771,-1
39,13601,-1
39,14227,8
39,14741,-1
39,14813,10
39,16498,10
39,17265,-1
39,18679,-1
39,19815,-1
39,21881,-1
39,22199,-1
39,22319,-1
39,22535,-1
39,27899,-1
39,30276,-1
40,205,9
40,226,9
40,356,10
40,849,10
40,853,9
40,934,10
40,1535,10
40,1689,7
40,2167,10
40,4181,10
40,4382,10
40,4898,9
40,7054,9
40,8074,9
40,9253,10
40,19815,8
41,6,9
41,20,10
41,269,8
41,813,6
41,2025,8
41,4224,10
41,6547,9
41,6702,9
41,8074,10
41,8525,9
41,8841,9
41,9041,9
41,9919,9
41,10087,7
41,11617,9
41,11741,7
41,11757,9
41,14741,10
41,16498,10
41,17265,9
41,18153,10
41,19815,9
41,20507,9
41,21881,9
41,22199,9
41,22319,10
41,22535,9
42,269,10
43,1,10
43,20,8
43,205,10
43,269,8
43,270,8
43,889,8
43,1195,6
43,1575,4
43,1818,8
43,1840,6
43,2001,10
43,2025,10
43,2167,8
43,2251,10
43,2993,6
43,3457,6
43,4181,8
43,4654,9
43,4752,6
43,5081,7
43,5114,4
43,6347,7
43,6547,7
43,6746,8
43,6880,9
43,8841,9
43,9253,10
43,9919,7
43,9989,7
43,10087,7
43,10719,7
43,10793,7
43,11617,9
43,11741,6
43,11757,7
43,11759,8
43,11771,8
43,13601,9
43,13759,7
43,14227,7
43,14345,7
43,14813,8
43,15809,8
43,17265,9
43,18153,8
43,19815,7
43,20507,8
43,22199,9
43,30276,8
44,30,8
44,121,8
44,199,10
44,269,9
44,270,7
44,430,6
44,431,9
44,853,7
44,934,7
44,1535,10
44,1575,8
44,2001,10
44,2236,9
44,2251,9
44,2904,8
44,3457,2
44,3588,10
44,4654,8
44,4752,2
44,4898,8
44,5114,10
44,5630,7
44,6547,9
44,6746,9
44,6880,8
44,9253,10
44,9756,9
44,9919,9
44,10087,8
44,10620,7
44,11111,8
44,11741,8
44,13601,9
44,14345,7
44,15809,7
44,16498,8
44,20507,7
44,22319,6
45,120,8
45,121,8
45,430,7
45,853,10
45,3457,9
45,4752,8
45,4898,8
45,5114,8
45,6547,10
45,7054,10
45,10087,7
45,11111,9
45,11757,9
46,1,10
46,20,7
46,164,10
46,199,10
46,269,10
46,356,4
46,431,10
46,523,10
46,853,10
46,934,8
46,1535,10
46,1575,10
46,1689,9
46,1818,7
46,2167,9
46,2904,10
46,3457,8
46,3588,10
46,4181,8
46,4224,8
46,4752,7
46,4898,10
46,5114,9
46,5680,10
46,6045,10
46,6347,10
46,6702,9
46,6746,9
46,6880,8
46,7054,10
46,8074,5
46,8525,8
46,9253,9
46,9756,8
46,9919,8
46,9989,9
46,10719,9
46,11757,8
46,11771,8
46,13601,10
46,14227,10
46,15809,9
46,16498,10
46,18153,10
46,19815,9
46,20507,10
46,21881,8
46,22199,9
46,22319,10
46,22535,8
46,27899,9
46,30276,10
47,120,10
47,199,10
47,431,9
47,523,10
47,849,8
47,853,10
47,1575,9
47,1887,7
47,2904,8
47,3588,10
47,6547,8
47,6702,10
47,6746,9
47,9756,8
47,9919,8
47,14227,8
48,889,9
48,934,8
48,1535,9
48,1575,10
48,2001,9
48,2167,8
48,2904,10
48,4224,9
48,5081,9
48,5680,8
48,6347,9
48,6547,9
48,6702,8
48,6746,9
48,8074,9
48,8769,9
48,9253,9
48,9756,8
48,9989,8
48,10087,9
48,10620,9
48,10719,9
48,10793,10
48,11111,9
48,11617,8
48,11741,9
48,11757,9
48,11759,8
48,13601,10
48,14345,9
48,14813,8
48,15809,8
48,16498,10
49,30,-1
49,269,-1
49,270,-1
49,889,-1
49,2001,-1
49,10087,-1
50,1,10
50,20,10
50,121,7
50,223,10
50,225,8
50,226,7
50,269,7
50,356,5
50,813,9
50,1195,8
50,1535,8
50,1575,9
50,2001,8
50,2904,9
50,3588,9
50,5114,10
50,6702,6
50,9253,10
50,9919,7
50,9989,7
50,10087,9
50,10620,5
50,11111,3
50,11617,5
50,11757,7
50,11771,9
50,14345,9
50,16498,10
51,1,10
51,6,9
51,30,9
51,71,9
51,121,10
51,164,10
51,199,10
51,205,8
51,226,6
51,227,10
51,431,10
51,849,8
51,853,8
51,889,9
51,1535,9
51,1575,10
51,1689,10
51,1818,8
51,2001,9
51,2025,9
51,2167,9
51,2236,9
51,2251,10
51,2904,10
51,2966,9
51,2993,7
51,3588,9
51,4181,9
51,4224,9
51,4382,8
51,4898,8
51,5114,10
51,5630,8
51,6547,7
51,6746,8
51,6880,7
51,8525,7
51,9253,9
51,9756,9
52,889,10
52,1575,10
52,1818,8
52,2904,10
52,5680,10
52,6347,9
52,6547,10
52,8074,7
52,9253,10
52,9989,10
52,10793,10
52,11111,9
52,11617,10
52,14345,9
53,20,6
53,223,5
53,225,3
53,355,7
53,813,4
53,849,8
53,1195,8
53,1535,7
53,1840,9
53,2167,10
53,4181,10
53,4224,9
53,4382,8
53,6547,10
53,7054,9
53,9989,10
53,11617,7
53,13759,9
53,14741,9
54,1,-1
54,20,-1
54,30,-1
54,59,-1
54,71,-1
54,121,-1
54,164,-1
54,199,-1
54,205,-1
54,227,-1
54,269,-1
54,270,-1
54,355,-1
54,356,-1
54,430,-1
54,431,-1
54,523,-1
54,813,-1
54,849,-1
54,853,-1
54,889,-1
54,934,-1
54,1195,-1
54,1535,-1
54,1575,-1
54,1689,-1
54,1840,-1
54,2001,-1
54,2025,-1
54,2167,-1
54,2236,-1
54,2251,-1
54,2476,-1
54,2904,-1
54,2966,-1
54,2993,-1
54,3457,-1
54,4181,-1
54,4224,-1
54,4382,-1
54,4654,-1
54,4752,-1
54,4898,-1
54,5081,-1
54,5630,-1
54,5680,-1
54,6045,-1
54,6746,-1
54,6880,-1
54,7054,-1
54,8074,-1
54,8525,-1
54,8769,-1
54,8841,-1
54,9253,-1
54,9989,-1
54,10087,-1
54,10620,-1
54,10719,-1
54,10793,-1
54,11111,-1
54,11617,-1
54,11741,-1
54,11757,-1
54,11759,-1
54,11771,-1
54,13601,-1
54,13759,-1
54,14227,-1
54,14345,-1
54,14741,-1
54,14813,-1
54,15809,-1
54,16498,-1
54,17265,-1
54,18153,-1
54,18679,-1
54,21881,-1
54,22199,-1
54,22319,-1
54,22535,-1
54,27899,-1
55,1,8
55,6,9
55,30,9
55,205,8
55,223,7
55,226,7
55,813,8
55,849,9
55,889,9
55,1535,7
55,4898,8
55,5114,-1
55,6547,8
55,9253,8
55,11771,8
55,16498,8
56,270,8
56,813,10
56,2251,8
56,6746,9
56,9919,10
56,10793,7
56,11757,10
56,14227,8
56,15809,9
57,59,8
57,120,10
57,853,8
57,1535,8
57,4224,9
57,4898,7
57,5114,10
57,6702,8
57,7054,8
57,8525,9
57,9756,6
57,9919,9
57,10620,8
57,11757,7
57,11771,10
57,13759,10
58,1535,10
58,11757,10
59,10620,9
60,20,9
60,121,10
60,5114,10
60,9919,8
60,16498,9
60,22319,9
61,20,7
61,121,8
61,226,8
61,934,9
61,3457,9
61,4224,10
61,4752,9
61,4898,9
61,6547,9
61,8074,8
61,9756,10
61,10620,8
61,11111,8
61,11757,10
62,20,7
62,164,8
62,853,7
62,889,9
62,1535,10
62,2001,10
62,2236,8
62,5680,7
62,6547,8
62,6746,10
62,8074,8
62,9756,9
62,9989,8
62,10087,9
62,10620,8
62,10793,7
62,11741,10
62,11757,7
62,11771,10
62,13601,10
62,14227,8
62,16498,10
62,18153,9
62,19815,8
62,20507,8
62,22199,8
62,22319,8
62,22535,9
62,27899,9
63,853,8
63,3457,10
63,4752,10
64,853,9
64,1887,10
64,2025,8
64,4224,9
64,5680,9
64,8841,9
64,9756,10
64,10620,9
65,853,9
65,2251,10
65,4898,7
65,5680,7
65,8769,9
65,9756,10
65,9919,10
65,9989,10
65,10620,10
65,14741,10
66,59,9
66,121,8
66,269,10
66,356,-1
66,430,-1
66,934,-1
66,1535,7
66,1689,-1
66,2167,-1
66,4181,10
66,4224,-1
66,4898,5
66,5081,7
66,5114,10
66,6746,7
66,8074,-1
66,8525,-1
66,8841,7
66,9919,-1
66,9989,-1
66,10620,-1
66,13759,10
66,14813,9
68,1,8
68,121,8
68,205,8
68,227,7
68,1535,9
68,2025,8
68,3588,9
68,4898,8
68,5114,8
68,6547,8
68,8074,8
68,9253,10
68,9756,7
68,9919,8
68,10620,9
68,11757,8
68,16498,9
68,18679,8
68,21881,6
68,30276,8
69,1535,10
69,2025,9
69,2993,7
69,6547,9
70,9253,10
71,121,9
71,205,10
71,523,9
71,849,8
71,853,10
71,1575,10
71,2001,10
71,2236,10
71,3588,10
71,4224,10
71,4898,10
71,6045,10
71,6547,10
71,7054,10
71,8769,7
71,9253,-1
71,9919,10
71,9989,10
71,10087,8
71,11111,8
71,11741,9
71,11757,8
71,11771,9
71,13601,8
71,14227,8
71,18679,6
71,22199,-1
72,1,7
72,20,8
72,199,7
72,5114,8
72,11111,7
73,30,8
73,71,8
73,164,9
73,199,9
73,355,8
73,356,8
73,431,8
73,523,8
73,849,8
73,934,9
73,1195,7
73,1535,8
73,1575,9
73,1689,8
73,1818,8
73,1840,7
73,2167,9
73,2236,8
73,2476,8
73,2904,8
73,2966,9
73,4224,10
73,4654,8
73,5081,8
73,5114,9
73,6045,9
73,6347,9
73,6547,9
73,6746,8
73,6880,7
73,7054,7
73,8074,7
73,8525,8
73,8769,8
73,8841,9
73,9041,6
73,9253,9
73,9756,8
73,9989,9
73,10087,9
73,10620,9
73,10719,8
73,10793,6
73,11111,8
73,11741,9
73,11757,7
73,11759,7
73,11771,9
73,13601,8
73,13759,8
73,14227,8
73,14345,7
73,14741,8
73,14813,9
73,15809,10
73,16498,9
73,17265,7
73,18679,8
73,20507,8
74,9756,8
74,16498,9
75,205,8
75,226,9
75,355,7
75,356,8
75,1535,10
75,1575,9
75,2904,9
75,3457,7
75,4752,7
75,6702,8
75,6746,9
75,8074,8
75,10087,8
75,11741,9
76,164,10
76,431,10
77,121,7
77,164,9
77,199,10
77,431,10
77,523,10
77,853,9
77,1535,8
77,2236,10
77,2966,8
77,3457,6
77,3588,8
77,4224,7
77,4898,9
77,5114,10
77,5630,10
77,6045,7
77,6547,8
77,6746,10
77,6880,9
77,8769,6
77,9919,9
77,9989,7
77,10620,9
77,10719,8
77,10793,9
77,11111,8
77,11757,8
77,13601,10
77,14227,9
77,14741,8
77,14813,7
77,15809,9
77,16498,8
77,18153,9
77,20507,10
77,21881,7
77,22319,8
77,22535,7
78,4224,10
78,18153,9
79,20,9
79,71,8
79,121,9
79,164,10
79,199,10
79,226,9
79,270,9
79,431,9
79,523,9
79,1535,9
79,1689,10
79,2025,9
79,2236,10
79,2966,9
79,5114,10
79,5630,10
79,6045,9
79,6547,10
79,8074,4
79,9253,10
79,9989,9
79,11111,9
79,11757,6
79,13601,8
79,14227,8
79,14741,9
79,16498,8
79,18153,9
79,21881,7
79,22319,8
79,27899,8
79,30276,8
80,1,10
80,20,9
80,30,10
80,121,8
80,164,10
80,199,10
80,223,9
80,226,10
80,269,10
80,430,8
80,431,10
80,523,10
80,813,10
80,1535,10
80,2476,8
80,2966,10
80,5081,10
80,5114,10
80,8525,10
80,8769,9
80,9041,9
80,9756,10
80,10719,8
80,11617,10
80,11757,9
80,11759,10
80,13759,8
80,14227,8
80,14345,9
80,14741,9
80,14813,10
80,15809,10
80,16498,10
80,17265,10
80,19815,10
80,22199,10
81,1,8
81,6,8
81,121,8
81,226,5
81,227,5
81,269,7
81,853,10
81,1535,5
81,1575,9
81,2001,8
81,2025,9
81,2167,10
81,2236,9
81,2251,10
81,2904,9
81,4181,10
81,4224,8
81,4898,9
81,5114,10
81,5630,6
81,6547,7
81,6746,10
81,8525,9
81,9253,10
81,9756,8
81,9919,8
81,10087,9
81,10620,8
81,11741,9
81,14227,4
81,16498,9
81,17265,9
81,20507,9
82,30,6
82,5114,10
82,6746,8
82,11757,7
82,16498,-1
84,121,8
84,199,10
84,430,9
84,1535,9
84,4898,10
84,5114,10
84,13601,9
85,223,10
85,356,8
85,1535,8
85,10087,10
85,11757,10
85,11759,9
86,121,10
87,431,10
87,1535,10
87,1689,8
87,2001,10
87,4224,8
87,5081,10
87,5114,10
87,5680,10
87,6880,9
87,8525,9
87,8769,8
87,9756,10
87,9989,10
87,10719,9
87,11111,7
87,11757,10
87,14227,10
87,14741,10
87,15809,10
87,16498,10
87,18153,8
87,18679,10
87,19815,9
88,20,9
88,121,10
88,223,10
88,225,9
88,226,10
88,430,10
88,813,10
88,1535,10
88,2476,2
88,8525,9
88,9919,8
88,11111,9
88,11757,10
89,121,-1
89,223,-1
89,225,-1
89,226,-1
89,430,-1
89,813,-1
89,849,-1
89,853,-1
89,934,-1
89,5114,-1
89,6702,-1
89,7054,-1
89,9919,-1
89,16498,-1
90,20,-1
90,226,-1
90,269,-1
90,1195,-1
90,1535,-1
90,1840,-1
90,2476,-1
90,2993,-1
90,6702,-1
90,8074,-1
90,9041,-1
90,10620,-1
90,11617,-1
90,11757,10
90,16498,10
90,20507,10
90,21881,-1
90,22319,10
90,27899,10
91,1535,10
91,9756,-1
91,11111,8
91,11617,8
92,2993,9
92,3588,10
93,4654,7
93,6347,8
93,6547,8
93,8525,8
93,8841,10
93,9041,8
93,9919,8
93,10719,8
93,10793,9
93,11617,7
93,11757,9
93,13759,8
93,14741,8
93,14813,10
93,15809,9
93,16498,9
93,19815,9
93,21881,7
94,199,10
94,226,8
94,270,10
94,1195,8
94,1840,8
94,3588,9
94,6702,10
94,9919,9
94,10620,9
94,20507,10
94,22535,9
95,20,7
95,164,9
95,199,10
95,355,8
95,430,9
95,431,10
95,523,10
95,1689,8
95,1887,10
95,2025,9
95,2167,10
95,2251,9
95,2476,8
95,3588,9
95,4181,10
95,4224,10
95,4654,9
95,5114,9
95,5680,10
95,6547,8
95,6880,7
95,8769,10
95,9253,10
95,9756,9
95,9989,9
95,10620,8
95,10719,9
95,10793,7
95,11111,10
95,11757,10
95,14741,10
96,20,10
96,853,9
97,6,8
97,20,6
97,226,7
97,269,9
97,270,9
97,813,9
97,1195,8
97,1535,10
97,1575,9
97,1818,8
97,2001,9
97,2904,9
97,2966,8
97,3588,7
97,4898,9
97,5081,8
97,5114,9
97,6547,6
97,6880,8
97,10087,9
97,10620,8
97,10793,7
97,11617,7
97,11757,9
98,120,7
98,355,9
98,849,9
98,853,9
98,1195,10
98,1535,10
98,1575,9
98,1887,10
98,2167,10
98,2904,9
98,3457,9
98,3588,10
98,4181,7
98,4224,9
98,4382,8
98,4654,8
98,4752,9
98,4898,10
98,5680,9
98,6045,10
98,6347,9
98,6547,9
98,6702,10
98,7054,10
98,8074,9
98,8525,9
98,8769,9
98,9756,-1
98,9989,10
98,11617,9
98,11757,9
98,11759,9
98,11771,10
98,13759,-1
98,14227,9
98,16498,-1
98,17265,-1
98,19815,-1
99,20,5
99,30,10
99,121,8
99,199,9
99,205,7
99,225,3
99,226,4
99,227,7
99,356,5
99,430,5
99,523,7
99,813,6
99,849,7
99,1535,6
99,1575,9
99,1689,9
99,2001,8
99,2167,8
99,2236,8
99,2476,1
99,2904,9
99,4181,10
99,4224,8
99,4382,6
99,5081,7
99,5114,10
99,6547,6
99,6746,7
99,8769,3
99,9253,9
99,9756,7
99,9989,6
99,10087,7
99,11741,7
99,11757,2
99,13601,8
99,16498,6
99,19815,4
99,22535,6
100,6746,10
100,8074,9
100,9919,10
100,11757,10
101,20,10
101,269,10
102,30,7
102,71,7
102,121,6
102,199,9
102,205,7
102,226,6
102,355,8
102,356,8
102,431,9
102,849,8
102,934,9
102,1195,6
102,1575,8
102,1840,5
102,1887,7
102,2001,8
102,2025,8
102,2167,7
102,2476,4
102,2904,10
102,2966,8
102,2993,6
102,4181,9
102,4224,8
102,4654,8
102,5680,7
102,6347,7
102,6547,9
102,8525,8
102,8769,9
102,9253,9
102,9756,10
102,9989,8
102,10620,8
102,10719,8
102,10793,8
102,11111,7
102,11757,8
102,11759,7
102,14741,8
102,16498,9
102,19815,9
102,30276,7
103,1,8
103,6,7
103,30,9
103,227,10
103,5081,9
103,5680,8
103,14741,10
103,16498,10
103,18153,7
103,18679,8
104,20,9
104,121,7
104,226,10
104,269,7
104,355,8
104,356,6
104,889,7
104,1535,10
104,1575,9
104,2904,10
104,4654,8
104,5114,9
104,6547,7
104,8074,8
104,9041,6
104,9919,8
104,10620,7
104,10719,7
104,11617,7
104,11757,8
104,13759,9
104,16498,8
104,19815,9
105,59,5
105,121,10
105,934,8
105,1535,10
105,2001,10
105,2966,9
105,5114,10
